0,0,8,8
1,0,3,18
2,0,10,17
3,0,3,2
4,0,11,18
5,0,4,1
6,0,18,10
7,0,5,1
8,1,4,17
9,1,14,9
10,1,9,15
11,2,8,8
12,2,12,7
13,2,10,8
14,2,18,16
15,3,18,5
16,3,2,15
17,3,11,10
18,4,14,8
19,4,10,8
20,4,5,6
21,6,8,15
22,6,8,19
23,6,3,4
24,7,18,3
25,7,16,12
26,7,4,3
27,8,12,6
28,8,7,7
29,8,16,9
30,9,1,6
31,9,15,19
32,9,11,9
33,10,15,9
34,10,9,18
35,10,3,14
36,10,17,11
37,10,9,2
38,10,14,13
39,11,8,3
40,11,2,19
41,12,18,6
42,12,14,16
43,13,0,9
44,13,4,5
45,13,1,1
46,14,0,18
47,14,1,7
48,14,6,18
49,15,6,15
50,15,18,18
51,15,14,2
52,15,10,11
53,15,18,14
54,16,10,19
55,16,4,13
56,16,10,2
57,17,2,5
58,17,19,9
59,19,18,3
60,19,4,12
61,19,20,99
62,20,17,15
63,20,43,9
64,20,2,9
65,20,1,13
66,20,27,8
67,20,27,1
68,21,29,20
69,21,43,17
70,21,8,1
71,21,16,19
72,21,47,12
73,21,19,2
74,21,32,18
75,21,41,3
76,22,21,1
77,22,43,3
78,22,40,3
79,22,8,8
80,23,1,14
81,23,18,5
82,24,40,2
83,24,46,3
84,24,44,9
85,24,30,2
86,24,14,12
87,24,45,20
88,25,48,10
89,25,5,9
90,25,39,17
91,25,37,5
92,25,33,4
93,26,35,11
94,26,42,14
95,26,34,18
96,26,17,3
97,26,16,5
98,26,24,5
99,26,6,12
100,26,43,6
101,27,28,11
102,27,30,16
103,27,26,13
104,27,26,5
105,27,19,17
106,28,20,20
107,28,16,6
108,28,46,11
109,28,9,10
110,28,24,5
111,29,16,1
112,29,46,1
113,29,39,17
114,29,46,11
115,29,7,14
116,29,4,15
117,29,32,10
118,29,44,15
119,30,23,8
120,30,31,13
121,30,8,2
122,30,26,16
123,30,37,20
124,31,4,14
125,31,30,19
126,31,48,1
127,31,18,7
128,31,20,17
129,31,33,2
130,32,16,3
131,32,14,2
132,32,10,12
133,32,18,18
134,32,30,9
135,32,38,16
136,33,32,10
137,33,3,14
138,33,23,12
139,33,6,7
140,33,45,2
141,34,11,15
142,34,20,10
143,34,0,7
144,34,49,2
145,35,34,9
146,35,2,19
147,35,38,20
148,35,42,6
149,36,49,5
150,36,38,10
151,36,25,3
152,37,28,1
153,37,18,3
154,37,6,2
155,37,12,20
156,38,18,7
157,38,8,6
158,38,34,12
159,38,32,19
160,38,27,6
161,39,2,1
162,39,48,2
163,39,19,6
164,39,35,6
165,40,31,9
166,40,16,2
167,40,18,7
168,40,46,7
169,41,32,5
170,41,15,9
171,41,36,19
172,41,24,13
173,41,12,5
174,42,23,16
175,42,24,3
176,42,41,8
177,42,31,13
178,42,34,17
179,43,2,6
180,43,39,4
181,43,32,5
182,43,1,15
183,43,6,8
184,43,48,12
185,43,49,18
186,44,1,19
187,44,46,9
188,45,1,14
189,45,4,16
190,45,1,11
191,45,15,15
192,45,47,14
193,46,38,2
194,46,2,9
195,46,4,15
196,46,16,20
197,46,37,8
198,46,0,5
199,46,13,11
200,46,39,13
201,47,24,7
202,47,0,20
203,47,30,2
204,47,31,9
205,47,20,17
206,47,5,1
207,47,33,19
208,47,7,3
209,48,23,4
210,48,33,2
211,48,44,16
212,48,23,15
213,48,33,8
214,48,18,8
215,49,46,7
216,49,12,5
217,49,26,9
218,49,50,99
219,50,15,3
220,50,51,4
221,50,19,6
222,50,36,17
223,50,82,18
224,50,58,20
225,50,26,5
226,50,1,20
227,51,41,13
228,52,74,18
229,52,37,19
230,52,54,15
231,52,66,12
232,52,18,16
233,53,0,10
234,53,18,5
235,53,74,2
236,54,6,13
237,54,28,17
238,54,4,1
239,54,27,20
240,54,22,2
241,54,28,1
242,55,47,17
243,55,71,7
244,55,56,8
245,55,28,8
246,55,71,16
247,56,33,11
248,56,16,14
249,56,79,3
250,56,73,18
251,56,62,6
252,56,41,11
253,56,45,15
254,56,81,8
255,57,76,13
256,57,12,9
257,57,45,18
258,58,4,4
259,58,48,7
260,58,82,17
261,58,6,16
262,59,87,4
263,59,58,7
264,59,64,5
265,59,60,10
266,59,84,7
267,60,76,11
268,60,56,16
269,60,25,11
270,60,66,10
271,60,1,11
272,61,13,13
273,61,78,8
274,61,80,18
275,61,14,9
276,61,50,13
277,61,76,6
278,62,60,2
279,62,14,16
280,62,22,6
281,62,48,8
282,62,36,20
283,63,6,11
284,63,70,11
285,63,84,8
286,64,31,4
287,64,65,6
288,64,37,2
289,64,67,12
290,65,38,20
291,65,66,4
292,65,40,10
293,65,64,17
294,65,69,12
295,65,50,2
296,66,77,2
297,67,59,18
298,67,44,6
299,67,41,9
300,67,4,17
301,67,70,11
302,68,15,18
303,68,13,11
304,68,79,20
305,68,11,2
306,68,19,17
307,68,29,19
308,68,47,18
309,69,59,7
310,69,53,20
311,69,71,10
312,69,74,13
313,69,3,16
314,70,43,9
315,70,89,2
316,70,34,15
317,70,76,12
318,70,54,8
319,70,44,14
320,71,68,2
321,71,88,18
322,71,21,16
323,72,57,9
324,72,3,16
325,72,30,11
326,72,59,9
327,72,89,16
328,73,56,6
329,73,24,19
330,73,53,14
331,73,55,15
332,74,27,9
333,74,50,17
334,74,30,17
335,74,41,20
336,75,85,9
337,75,39,17
338,75,23,2
339,76,83,3
340,76,17,19
341,76,78,15
342,77,53,14
343,77,70,18
344,77,2,5
345,77,43,4
346,77,58,4
347,77,65,8
348,78,69,16
349,78,16,4
350,78,3,14
351,78,50,1
352,78,36,1
353,79,62,12
354,79,10,19
355,79,26,17
356,79,54,16
357,79,75,17
358,79,81,8
359,79,68,2
360,79,53,3
361,80,62,10
362,80,89,5
363,80,39,2
364,80,58,12
