0,19,18,60
1,18,2,10
2,2,5,2
3,19,21,12
4,21,4,58
5,4,3,2
6,3,107,90
7,3,20,1
8,20,19,1
9,107,0,13
10,107,5,83
11,0,20,91
12,0,1,1
13,5,1,3
14,5,6,90
15,6,32,2
16,32,13,1
17,5,16,1
18,16,15,19
19,15,17,6
20,17,16,64
21,16,4,64
22,17,1,26
23,19,108,57
24,108,109,3
25,109,11,1
26,11,22,60
27,22,23,3
28,23,58,68
29,58,59,2
30,59,42,1
31,13,56,86
32,56,34,2
33,34,35,51
34,35,106,4
35,42,75,72
36,75,61,3
37,106,92,46
38,92,104,2
39,104,91,3
40,91,102,82
41,102,95,3
42,95,96,1
45,61,89,67
46,89,88,67
47,88,78,44
48,78,98,68
49,96,97,90
50,97,98,2
51,98,86,1
52,3,6,61
53,5,7,2
54,7,21,1
55,5,21,1
56,5,20,1
57,6,11,66
58,6,10,42
59,10,31,49
60,31,9,68
61,10,9,17
62,31,12,3
63,12,8,14
64,8,10,44
65,31,14,32
66,14,29,81
67,29,9,36
68,29,30,36
69,21,30,50
70,32,14,33
71,32,31,14
72,12,32,24
73,11,3,2
74,11,7,3
75,11,31,1
76,7,23,95
77,9,23,17
78,23,57,3
79,23,28,2
80,28,37,59
81,37,36,90
82,36,33,90
83,38,33,91
84,39,38,90
85,13,39,1
86,14,33,77
87,56,55,26
88,55,33,23
89,34,55,1
90,34,39,1
91,57,39,32
92,28,35,1
93,24,60,20
94,42,26,5
95,26,27,45
96,27,24,2
97,24,57,20
98,27,25,91
99,25,37,1
100,25,45,17
101,45,54,32
102,42,50,5
103,50,60,26
104,50,36,63
105,36,55,78
106,36,54,64
107,35,54,2
108,45,14,8
109,61,65,7
110,61,63,9
111,51,42,4
112,41,51,82
113,41,42,31
114,46,51,2
115,106,46,1
116,105,46,28
117,105,44,81
118,44,40,91
119,40,41,11
120,44,46,44
121,92,105,1
122,63,65,52
123,65,43,56
124,43,48,26
125,48,64,62
126,64,41,27
127,49,48,43
128,49,64,80
129,49,40,49
130,52,40,57
131,75,64,6
132,75,43,39
133,63,75,67
134,36,64,90
135,65,62,57
136,62,52,94
137,53,52,81
138,53,47,93
139,53,48,88
140,53,40,17
141,53,62,32
142,62,47,38
143,47,71,44
144,71,44,89
145,61,74,7
146,74,43,63
147,74,72,59
148,74,66,44
149,66,73,26
150,73,74,15
151,73,62,68
152,73,67,10
153,67,69,73
154,105,70,9
155,70,69,18
156,90,72,95
157,72,82,18
158,69,82,71
159,81,67,80
160,67,72,11
161,81,68,94
162,89,77,23
163,77,66,98
164,77,67,91
165,77,80,43
166,68,77,40
167,81,77,86
168,80,79,64
169,79,68,5
170,80,87,54
171,87,85,42
172,85,84,3
173,84,80,95
174,78,87,2
175,78,85,3
176,91,103,1
177,103,90,50
178,91,81,1
179,93,92,99
180,81,93,69
181,94,90,30
182,104,47,47
183,83,68,75
184,96,83,5
185,96,84,3
186,96,79,6
187,67,96,5
188,87,96,12
189,62,91,61
190,96,99,96
191,99,100,81
192,86,100,54
193,78,100,5
194,100,47,7
195,77,86,91
